Name,Artist,Album,Genre,Charter,Year,songlength
(Sittin' on the) Dock of the Bay (Take 2),Otis Redding,Remember Me,Other,Harmonix,1992,164809
Drink Up,Ounce of Self,Ounce of Self,Heavy Metal,Harmonix,2006,168801
Somewhere Out There,Our Lady Peace,Gravity,alternative,Unknown Charter,2002,256673
Astronaut in the Ocean,Our Last Night,Astronaut in the Ocean,metal,"Harmonix, Rhythm Authors",2021,134404
Hey Ya!,Outcast,Speakerboxxx/The Love Below,Dance/Electronic,DeepFriedDVD,2003,235566
Hey Ya!,Outkast,Speakerboxxx/The Love Below,hiphoprap,Unknown Charter,2003,234332
Fireflies,Owl City,Ocean Eyes,Pop/Dance/Electronic,Harmonix,2009,230218
Fireflies,Owl City,Unknown Album,Unknown Genre,Unknown Charter,2009,234908
When Can I See You Again,Owl City,Wreck-It Ralph Original Motion Picture Soundtrack,popdanceelectronic,Unknown Charter,2012,221701
Megalovania,Owl City,Megalovania (Single),Meme,DaiJyoubs,2019,229239
Good Times,Owl City ft. Carly Rae Jepson,The Midsummer Station,rock,DeepFriedDVD,2012,207563
Dragostea din tei,O-Zone,DiscO-Zone,Pop/Dance/Electronic,pksage,2004,218768
Crazy Train,Ozzy Osbourne,Blizzard of Ozz,Metal,Harmonix,1980,284323
Crazy Train,Ozzy Osbourne,Blizzard of Ozz,Metal,Neversoft,1980,303292
Mr. Crowley,Ozzy Osbourne,Blizzard of Ozz,Metal,Neversoft,1980,325466
Crazy Babies,Ozzy Osbourne,No Rest for the Wicked,Metal,Harmonix,1988,258826
Miracle Man,Ozzy Osbourne,No Rest for the Wicked,metal,Unknown Charter,1988,228843
Road to Nowhere,Ozzy Osbourne,No More Tears,metal,"Harmonix, Rhythm Authors",1991,307045
I Don't Wanna Stop,Ozzy Osbourne,Black Rain,Heavy Metal,Vicarious Visions,2007,248072
I Don't Wanna Stop,Ozzy Osbourne,Black Rain,Metal,Harmonix,2007,244867
Bark at the Moon,Ozzy Osbourne (WaveGroup),Bark at the Moon,Heavy Metal,Harmonix,1983,260551
Bark at the Moon,Ozzy Osbourne (WaveGroup),Bark at the Moon,Heavy Metal,Harmonix,1983,260551
It's a Raid,Ozzy Osbourne ft. Post Malone,Ordinary Man,Metal,DeepFriedDVD,2020,259202
So What,P!nk,Funhouse,Pop/Rock,Harmonix,2008,218000
Nihil Morari,Pain of Salvation,BE,Progressive Metal,ProgChamp,2004,381643
High Hopes,Panic at the Disco,Pray for the Wicked,emo,"Harmonix, Rhythm Authors",2018,194633
I Write Sins Not Tragedies,Panic! At the Disco,A Fever You Can't Sweat Out,Emo,Harmonix,2005,190588
Time to Dance,Panic! at the Disco,A Fever You Can't Sweat Out,emo,Unknown Charter,2005,206580
Nine in the Afternoon,Panic! At the Disco,Pretty. Odd.,Pop/Rock,Harmonix,2008,200211
High Hopes,Panic! At The Disco,Pray For The Wicked,Alternative,DeepFriedDVD,2018,196556
High Hopes,Panic! At The Disco,Pray for the Wicked,Alternative,bdawg712,2018,196065
iSpy Sins Not Tragedies,Panic! At The Disco vs. KYLE ft. Lil Yachty,A Fever You Can't Sweat Out,Punk Rap,iZiRapidzz,2017,188697
Rapture,Panorama Panama Town,PANORAMADDICTION,J-Rock,Mathys,2018,302919
Rapture,Panorama Panama Town,PANORAMADDICTION,J-Rock,Mathys,2018,302919
Cowboys from Hell (Live from Monsters in Moscow),Pantera,aLIVE and hostile e.p.,metal,Unknown Charter,1991,267704
I'm Broken,Pantera,Far Beyond Driven,Metal,Neversoft,1994,265066
The Great Southern Trendkill,Pantera,The Great Southern Trendkill,Metal,Harmonix,1996,239545
Cowboys from Hell,Pantera (WaveGroup),Cowboys from Hell,Groove Metal,Harmonix,1990,246951
Cowboys from Hell,Pantera (WaveGroup),Cowboys from Hell,Groove Metal,Harmonix,1990,246951
Lifeline,Papa Roach,Metamorphosis,Pop Rock,Neversoft,2009,252573
No Apologies,Papa Roach,Ego Trip,numetal,Unknown Charter,2022,192257
Back Again,Paracute,Losing Sleep,Pop Rock,Neversoft,2009,194122
Pressure,Paramore,All We Know Is Falling,Pop/Rock,Harmonix,2005,186700
That's What You Get,Paramore,Riot!,Alternative Rock,Neversoft,2007,221733
Misery Business,Paramore,Riot!,Modern Rock,Neversoft,2007,207934
Crushcrushcrush,Paramore,Riot!,Pop Punk,Vicarious Visions,2007,193066
Crushcrushcrush,Paramore,Riot!,Pop Rock,Harmonix,2007,189195
That's What You Get,Paramore,Riot!,Pop/Rock,Harmonix,2007,223828
Misery Business,Paramore,Riot!,Pop-Rock,Harmonix,2007,202875
Decode,Paramore,Brand New Eyes,Alternative,GreenPanda12 & Ultimate_MANG0,2009,262271
Decode,Paramore,Brand New Eyes,Alternative,GreenPanda12 & Ultimate_MANG0,2009,262271
Ignorance,Paramore,Brand New Eyes,Alternative Rock,Neversoft,2009,220344
Brick by Boring Brick,Paramore,Brand New Eyes,Pop Rock,Harmonix,2009,255999
Ignorance,Paramore,Brand New Eyes,Pop Rock,Harmonix,2009,222558
Monster,Paramore,Singles Club,Alternative,Ultimate_MANG0,2011,203964
Still Into You,Paramore,Paramore,Pop Rock,oBLINKxONCEo,2013,219050
Ain't It Fun,Paramore,Paramore,poprock,Unknown Charter,2013,303460
Still Into You,Paramore,Paramore,poprock,Unknown Charter,2013,212645
Now,Paramore,Paramore,Pop-Rock,GreenPanda12 & Ultimate_MANG0,2013,250411
Ain't It Fun,Paramore,Paramore,Rock,DeepFriedDVD,2013,227950
Hard Times,Paramore,After Laughter,poprock,Unknown Charter,2017,185999
Hard Times,Paramore,After Laughter,Rock,DeepFriedDVD,2017,198688
This Is Why,Paramore,This Is Why,poprock,Unknown Charter,2023,208778
Sweater Weather,Parks,Parks,poprock,"Harmonix, Rhythm Authors",2018,211691
Never Let 'Em Hold Ya Back!,Parlour Bells,Waylaid in the Melée,glam,"Harmonix, Rhythm Authors",2017,293016
Spaghetti Cat (I Weep For You),Parry Gripp,Unknown Album,Novelty,GamerBeatsInc,2008,74093
True Confessional,Party Bois,True Confessional,other,"Harmonix, Rhythm Authors",2016,198011
Heartbreaker,Pat Benatar,In the Heat of the Night,Classic Rock,Harmonix,1979,213778
Heartbreaker,Pat Benatar,In the Heat of the Night,Hard Rock,Neversoft,1979,213453
Hit Me With Your Best Shot,Pat Benatar,Crimes of Passion,Classic Rock,Harmonix,1980,176408
Hit Me With Your Best Shot,Pat Benatar,Crimes of Passion,Pop Rock,Vicarious Visions,1980,177883
Love is a Battlefield,Pat Benatar,Live From Earth,Pop,Neversoft,1983,327994
Hit Me With Your Best Shot,Pat Benatar (WaveGroup),Crimes of Passion,Classic Rock,Neversoft,1980,177000
Hit Me With Your Best Shot (6 Fret Chart),Pat Benetar,Crimes of Passion,Rock,"All About The Music, Neversoft",1980,173541
Last Train Home [TV Size],Pat Metheny,Essential Collection Last Train Home,Jazz,C.H. Uruguay,2015,91740
Last Train Home,Pat Metheny Group,Still Life (Talking),Jazz Fusion,RenObegral,1987,341355
Necropolis,pator,Xenium 2022 (Chip MSX),Chiptune,3-UP,2022,183754
I Wrote This (Twinkle Twinkle Patrick Star),Patrick Star,Kookie Wookie Teddy Bear,Annoying Rock,DeepFriedDVD,2007,70270
Happy Birthday to You,Patty and Mildred J. Hill,Children's Keys 01,Children's Music,YARC,1893,19285
Opening Band,Paul and Storm,Opening Band,Pop-Rock,Harmonix,2005,192831
Opening Band,Paul and Storm,Opening Band,Pop-Rock,Harmonix,2005,192813
Band on the Run (Live),Paul McCartney,Good Evening New York City,Rock,Harmonix,2009,317272
Jet (Live),Paul McCartney,Good Evening New York City,Rock,Harmonix,2009,260454
Sing the Changes (Live),Paul McCartney,Good Evening New York City,Rock,Harmonix,2009,252272
Band on the Run,Paul McCartney & Wings,Band on the Run,Classic Rock,Neversoft,1974,314797
Band on the Run,Paul McCartney & Wings,Band on the Run,Classic Rock,Neversoft,1974,314797
Junior's Farm,Paul McCartney & Wings,Single,Rock,Neversoft,1974,264289
Thrust (Rob Hubbard cover),Paul Slocum,Thrust+ Platinum Soundtrack,Chiptune,3-UP,2004,160366
Weight of My Pride,Pay money To my Pain,Remember the Name,Post-Hardcore,DonfraHC,2011,273260
Even Flow,Pearl Jam,Ten,Alternative,Neversoft,1991,298000
Alive,Pearl Jam,Ten,Grunge,Harmonix,1991,350059
Brother,Pearl Jam,Ten,Grunge,Harmonix,1991,252006
Even Flow,Pearl Jam,Ten,Grunge,Harmonix,1991,298000
Garden,Pearl Jam,Ten,Grunge,Harmonix,1991,317368
Jeremy,Pearl Jam,Ten,Grunge,Harmonix,1991,319687
Master/Slave,Pearl Jam,Ten,Grunge,Harmonix,1991,239000
Oceans,Pearl Jam,Ten,Grunge,Harmonix,1991,167000
Once,Pearl Jam,Ten,Grunge,Harmonix,1991,198250
Porch,Pearl Jam,Ten,Grunge,Harmonix,1991,218500
Release,Pearl Jam,Ten,Grunge,Harmonix,1991,317213
Why Go,Pearl Jam,Ten,Grunge,Harmonix,1991,205649
Alive (Live: Drop in the Park),Pearl Jam,Ten (Reissue),Grunge,Harmonix,2009,312609
Force of Nature,Pearl Jam,Backspacer,Grunge,Harmonix,2009,244290
Gonna See My Friend,Pearl Jam,Backspacer,Grunge,Harmonix,2009,170437
Got Some,Pearl Jam,Backspacer,Grunge,Harmonix,2009,184884
Johnny Guitar,Pearl Jam,Backspacer,Grunge,Harmonix,2009,177000
Just Breathe,Pearl Jam,Backspacer,Grunge,Harmonix,2009,217592
Speed of Sound,Pearl Jam,Backspacer,Grunge,Harmonix,2009,215000
Supersonic,Pearl Jam,Backspacer,Grunge,Harmonix,2009,160619
The End,Pearl Jam,Backspacer,Grunge,Harmonix,2009,174942
The Fixer,Pearl Jam,Backspacer,Grunge,Harmonix,2009,191531
Unthought Known,Pearl Jam,Backspacer,Grunge,Harmonix,2009,251000
Life Wasted,Pearl Jam (WaveGroup),Pearl Jam,Alternative Rock,Harmonix,2006,234206
MOSHI,Pegboard Nerds & Tokyo Machine,MOSHI,Dance,Matharu,2019,216952
Your Face,Pepper,No Shame,Reggae Fusion,Neversoft,2006,211102
Estrella Polar,Pereza,Aproximaciones,Pop Rock,Vicarious Visions,2007,204892
Killing Is Just a Means,Permaband,Permaband,rock,"Harmonix, Rhythm Authors",2022,288439
Wrecking Machine,Permaband,Permaband,rock,"Harmonix, Rhythm Authors",2022,232057
Always on My Mind,Pet Shop Boys,Unknown Album,popdanceelectronic,Unknown Charter,1987,224222
Let My Love Open the Door,Pete Townshend,Empty Glass,new_wave,"Harmonix, Rhythm Authors",1980,167911
Show Me the Way (Live),Peter Frampton,Frampton Comes Alive!,rock,Unknown Charter,1976,275452
500 Miles,Peter Griffin,Family Guy,Rock,Mason Sparkle,2005,25452
"Soul of Plasma, Heart of Steel",petet,MIDI Death Battle,MIDI,3-UP,2020,254804
Mean Girls,Petty Morals,Unknown Album,poprock,Unknown Charter,2016,147317
Congratulations,PewDiePie,Congratulations,Electronic,HattMeafy,2019,258739
Mine All Day,PewDiePie,Mine All Day,Hip Hop/Rap,HattMeafy,2019,254231
Congratulations,PewDiePie,Memes,Pop,bdawg712,2019,261958
HEJ HEJ MONIKA,"PEWDIEPIE, PARTY IN THE BACKYARD",Unknown Album,Pop,Uncouth,2018,77370
Happy,Pharrell Williams,Girl,popdanceelectronic,"Harmonix, Rhythm Authors",2014,234749
E.V.I.L. B.O.Y.S.,Phineas & Ferb,Phineas and Ferb,rock,MLGninja19,2007,98367
I love you mom,Phineas and Ferb Cast,Phineas and Ferb,poprock,Efrainsonic101,2009,66277
I love you mom,Phineas and Ferb Cast,Phineas and Ferb,Pop-Rock,Efrainsonic101,2009,66277
Summer Belongs To You,Phineas and Ferb Cast,Phineas and Ferb,poprock,"Efrainsonic101 , GeeForce11",2010,226109
Summer Belongs To You,Phineas and Ferb Cast,Phineas and Ferb,Pop-Rock,"Efrainsonic101 , GeeForce11",2010,225403
Not So Bad A Dad,Phineas and Ferb Cast,Phineas and Ferb Across the 1st and 2nd Dimension,poprock,Efrainsonic101,2011,71727
Happy Evil Love Song,Phineas and Ferb Cast,Phineas and Ferb Across the 1st and 2nd Dimension,Pop-Rock,0,2011,104280
Gimme a Grade,Phineas and Ferb Cast,Phineas and Ferb-ulous: The Ultimate Album,Rock,Rebster,2011,108672
Gimme a Grade,Phineas and Ferb Cast,Phineas and Ferb-ulous: The Ultimate Album,rock,Unknown Charter,2011,108672
Gitchee Gitchee Goo,Phineas and the Ferb-Tones,Phineas And Ferb,Pop Rock,Deltarak,2009,118334
Gitchee Gitchee Goo,Phineas and the Ferb-Tones,Phineas And Ferb,Pop Rock,Deltarak,2009,118334
Chalk Dust Torture (Live),Phish,A Picture of Nectar,Rock,Neversoft,1992,349952
Llama,Phish,A Picture of Nectar,Rock,Harmonix,1992,213894
Down with Disease (Live),Phish,Hoist,Rock,Neversoft,1994,376260
Sample in a Jar (Live),Phish,Hoist,Rock,Neversoft,1994,300901
Wilson (Live),Phish,A Live One,Rock,Harmonix,1995,246000
Everything Is Everything,Phoenix,Alphabetical,Indie Pop,Vicarious Visions,2004,182111
Lasso,Phoenix,Wolfgang Amadeus Phoenix,Alternative,Neversoft,2009,170999
Lasso,Phoenix,Wolfgang Amadeus Phoenix,Alternative,Harmonix,2009,172000
Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,Alternative,Harmonix,2009,243976
Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,Alternative,Harmonix,2009,243976
Circus (Reveal Mix) - Five Nights at Freddy's,Pickle Woodman,Five Nights at Freddy's OST,video game ost,Creeel,2014,147730
Dearest (I'm So Sorry),Picture Me Broken,Wide Awake,Metal,Harmonix,2010,214860
Southern Constellations/The Boy Who Could Fly,Pierce the Veil,Selfish Machines,emo,Unknown Charter,2010,380629
Besitos,Pierce the Veil,Selfish Machines,Post-Hardcore,StormEagle,2010,266635
Besitos,Pierce the Veil,Selfish Machines,Post-Hardcore,StormEagle,2010,266635
Caraphernelia,Pierce the Veil,Selfish Machines,Post-Hardcore,StormEagle,2010,269216
Caraphernelia,Pierce the Veil,Selfish Machines,Post-Hardcore,StormEagle,2010,269216
Southern Constellations/The Boy Who Could Fly,Pierce the Veil,Selfish Machines,Post-Hardcore,StormEagle,2010,372905
Southern Constellations/The Boy Who Could Fly,Pierce the Veil,Selfish Machines,Post-Hardcore,StormEagle,2010,372905
King for a Day (ft. Kellin Quinn),Pierce the Veil,Collide with the Sky,emo,Unknown Charter,2012,239763
May These Noises Startle You in Your Sleep Tonight/Hell Above,Pierce the Veil,Collide with the Sky,metal,Unknown Charter,2012,313183
May These Noises Startle You In Your Sleep Tonight/Hell Above,Pierce the Veil,Collide With the Sky,Post-Hardcore,StormEagle,2012,305492
May These Noises Startle You In Your Sleep Tonight/Hell Above,Pierce the Veil,Collide With the Sky,Post-Hardcore,StormEagle,2012,305492
The First Punch,Pierce The Veil,Collide With The Sky,Post-Hardcore,StormEagle,2012,207445
The First Punch,Pierce The Veil,Collide With The Sky,Post-Hardcore,StormEagle,2012,207445
The First Punch,Pierce the Veil,Collide with the Sky,punk,Unknown Charter,2012,213228
Circles,Pierce the Veil,Misadventures,emo,"Harmonix, Rhythm Authors",2016,226667
Pass the Nirvana,Pierce the Veil,The Jaws of Life,emo,Unknown Charter,2022,200549
Big Rig,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Land of Sleeper,metal,Unknown Charter,2023,392586
Strobes on a SNES Mouse,Pigu,Spring Tracks VI,Chiptune,3-UP,2017,146206
Transcendence in the Dead of Night,Pigu,FM Synth 2,Chiptune,3-UP,2017,273188
VIC-XINITY,Pigu,LION'S WRATH,Chiptune,3-UP,2019,196373
Electro FAK,Pingusteif,NFSMW Pepega Edition Soundtrack Mix,Progressive FAK,Matharu,2017,74150
So What,Pink,Funhouse,Pop Rock,Neversoft,2008,226686
Nancy Drew,Pink Flag,Introducing Pink Flag,Punk,Unknown Charter,2008,95865
Goodbye Blue Sky,Pink Floyd,The Wall,prog,Unknown Charter,1979,154414
Enigma,Pixel Terror & Aviella,UPGRADE EP,Dance/Eletrônica,Matharu,2020,217339
Where Is My Mind?,Pixies,Surfer Rosa,alternative,"Harmonix, Rhythm Authors",1988,230365
No. 13 Baby,Pixies,Doolittle,Alternative,Harmonix,1989,237000
The Sad Punk,Pixies,Trompe le Monde,Alternative Rock,Neversoft,1991,183672
Debaser,Pixies,Doolittle,Alternative Rock,Neversoft,1997,185748
Monkey Gone to Heaven,Pixies,Doolittle,Alternative Rock,Neversoft,1997,198519
The Bitter End,Placebo,Sleeping with Ghosts,Alternative Rock,Neversoft,2003,191575
Hate (I Really Don't Like You),Plain White T's,Every Second Counts,Pop Punk,StormEagle,2006,226475
Hate (I Really Don't Like You),Plain White T's,Every Second Counts,Pop Punk,StormEagle,2006,226475
Hay Poco Rock & Roll,Platero y Tú,Hay Poco Rock & Roll,Rock,Harmonix,1994,337021
Baby Come Back,Player,Player,classicrock,Unknown Charter,1977,252100
Away / Poetic Justice,Plini / Kendrick Lamar,Mashup,Progressive Rap,jdurandTV,2014,163697
Away / Poetic Justice,Plini / Kendrick Lamar,Unknown Album,Progressive Rap,jdurand11143,2014,163698
Baby I'm Back 1-4,Pluffaduff,Baby I'm Back 1-4,Meme,SushixPANDA,2019,1336866
Last Resort,Pocketsuke,TikTok,Nu Metal (I guess),DeepFriedDVD,2021,48018
Talk Dirty to Me,Poison,Look What the Cat Dragged In,Glam,Neversoft,1986,227399
Talk Dirty to Me,Poison,Look What the Cat Dragged In,Glam Metal,Neversoft,1986,228000
Every Rose Has Its Thorn,Poison,Open Up and Say... Ahh!,Rock,Neversoft,1988,265757
Unskinny Bop,Poison,Flesh and Blood,Glam Rock,Neversoft,1990,243066
FREE,POLKADOT STINGRAY,FREE (Single),J-Rock,John Titor & Hubbubble,2020,173560
Drown (feat. Mateus Asato),Polyphia,New Levels New Devils,Progressive Rock,RLOMBARDI,2018,233190
My Blood,Pom Poko,Birthday,Indie Rock,Chezy,2019,211346
Antibodies,Poni Hoax,Images of Sigrid,New Wave,Harmonix,2008,283051
Everybody Jump Around (PRøF1Zø®K∆YMIX) - Jet Set Radio Evolution,Poopy Joe,Jet Set Radio Evolution OST,video game ost,Creeel,2020,150889
What You Know Bout Love,Pop Smoke,"Shoot for the Stars, Aim for the Moon",Hip Hop/Rap,DeepFriedDVD,2020,161055
Natsumatsuri,Poppin'Party,SPARKLE! SUMMER DIVE,J-Rock,Mathys,2018,124763
Natsumatsuri,Poppin'Party,SPARKLE! SUMMER DIVE,J-Rock,Mathys,2018,124763
Romeo and Cinderella (Hatsune Miku Cover),Poppin'Party,BanG Dream! X Hatsune Miku,J-Rock,Fenix12,2018,283208
Sick of the Sun,Poppy,I Disagree,Nu Metal,"Chezy, WalterTheRalts",2020,193860
They're All Around Us,Poppy,They're All Around Us (Single),Metalcore,"OCBG0LD, FigNeutered",2024,206539
THE DAY (OP ver.),Porno Graffitti,My Hero Academia,Anime OST,the7k,2016,91633
The Day,Porno Graffitti,Unknown Album,J-Rock,"PikedPike, Ghostbyob",2016,246257
The Day,Porno Graffitti,Butterfly Effect,J-Rock,Parzi,2017,243586
The Day,Porno Graffitti,BUTTERFLY EFFECT,J-Rock,RAILSONXGAMER,2017,240392
Feel It Still,Portugal. The Man,Woodstock,alternative,"Harmonix, Rhythm Authors",2017,165349
Live in the Moment,Portugal. The Man,Woodstock,alternative,Unknown Charter,2017,247499
Bringing it All Back - Jet Set Radio Evolution,POST ELVIS,Jet Set Radio Evolution OST,video game ost,Creeel,2020,316861
Congratulations ft. Quavo,Post Malone,Stoney,Hip Hop,Acai,2016,220294
Circles,Post Malone,Hollywood's Bleeding,poprock,Unknown Charter,2019,215999
Take What You Want (ft. Ozzy Osbourne & Travis Scott),Post Malone,Hollywood's Bleeding,poprock,"Harmonix, Rhythm Authors",2019,228856
rockstar,Post Malone ft. 21 Savage,Beerbongs & Bentleys,Hip Hop/Rap,DeepFriedDVD,2017,218012
Take What You Want,Post Malone ft. Ozzy Osbourne & Travis Scott,Hollywood's Bleeding,Metal,DeepFriedDVD,2019,228622
Goodbyes,Post Malone ft. Young Thug,Hollywood's Bleeding,Hip Hop/Rap,DeepFriedDVD,2019,256325
Let Go,Potty Mouth,"Sunday, Someday",poprock,"Harmonix, Rhythm Authors",2021,198623
Inspector Gadget,Powerglove,Saturday Morning Apocalypse,Power Metal,Miscellany,2010,289981
Killers With The Cross,Powerwolf,The Sacrament of Sin,Power Metal,DeepFriedDVD,2018,295543
DDLG,ppcocaine,DDLG,Hip Hop/Rap,DeepFriedDVD,2020,156248
Love That Hurts,PREACHERVAN,Polaroids and Panic Attacks,alternative,"Harmonix, Rhythm Authors",2019,208899
Dune Buggy,Presidents of the United States of America,The Presidents of the United States of America,Pop Rock,Harmonix,1995,168496
Feather Pluckn,Presidents of the United States of America,The Presidents of the United States of America,Pop Rock,Harmonix,1995,181695
Lump,Presidents of the United States of America,The Presidents of the United States of America,Pop/Rock,Harmonix,1995,136797
Ladybug,Presidents of the United States of America,These Are The Good Times People,Pop Rock,Harmonix,2008,156578
"Something Bigger, Something Brighter",Pretty Girls Make Graves,The New Romance,Indie Rock,Harmonix,2003,316750
Lay Down,Priestess,Hello Master,Hard Rock,Neversoft,2006,189707
Lay Down,Priestess,Hello Master,Rock,"Beenox,  Neversoft",2006,190890
"In My Head, Out My Head",Primary,"In My Head, Out My Head",Alternative,RedRockCharters,2010,241952
John the Fisherman,Primus,Frizzle Fry,Funk Metal,Harmonix,1990,229086
Jerry Was a Race Car Driver,Primus,Sailing the Seas of Cheese,Alternative,Harmonix,1991,189564
Let's Go Crazy,Prince,Purple Rain,Classic Rock,StormEagle,1984,281072
Let's Go Crazy,Prince,Purple Rain,Classic Rock,StormEagle,1984,281072
Let's Go Crazy,Prince and The Revolution,Purple Rain,Funk Rock,SoConfined,1984,281592
Cosmic Thrill Seeking Forever,Prince Daddy & The Hyena,Cosmic Thrill Seekers,alternative,"Harmonix, Rhythm Authors",2019,294150
Bloodmeat,Protest the Hero,Fortress,Progressive Metal,Neversoft,2008,245255
No Turning Back,Protostar,No Turning Back,Drum n' Bass,Matharu,2016,315235
The Way It Ends,Prototype,Continuum,Thrash Metal,Neversoft,2006,324335
Gangnam Style,PSY,"Psy 6 (Six Rules), Part 1",K-Pop,JoeyD,2012,218606
Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),K-Pop,JoeyD,2012,219690
Make You Minimix,PUBLIC and Friends,Let's Remix It,mashup,mrf mashups,2020,234557
Bring tha Noize (ft. Anthrax),Public Enemy,Apocalypse 91... The Enemy Strikes Black,hiphoprap,Unknown Charter,1991,232592
Psycho,Puddle of Mudd,Famous,Alternative Rock,Neversoft,2007,213866
I'll Be Missing You,Puff Daddy ft. Faith Evans & 112,No Way Out,Hip Hop/Rap,DeepFriedDVD,1997,271766
Teen Titans,Puffy,Teen Titans,J-Rock,GMP50,2005,191421
DVP,PUP,The Dream Is Over,Punk Rock,Cickson,2016,149587
Matilda,PUP,The Unraveling of PUPTheBand,alternative,"Harmonix, Rhythm Authors",2022,233658
The Phase Shifter,Puppetz,Unknown Album,Instrumental Metal,Puppetz,2012,202354
Ya No Es Suficiente Lamentar,PXNDX,Para Ti Con Desprecio,Emo,"LMBECIL1832, GMP50",2005,83658
Trepak (Donkey Konga 2 Version),Pyotr Ilyich Tchaikovsky,The Nutcracker Suite,Dance,Mason Sparkle,2004,70363
Stone Cold Crazy,Queen,Sheer Heart Attack,Rock,Neversoft,1974,140994
Bohemian Rhapsody,Queen,A Night at the Opera,Classic Rock,Harmonix,1975,360000
Bohemian Rhapsody,Queen,A Night at the Opera,Classic Rock,Neversoft,1975,360399
Somebody to Love,Queen,A Day At The Races,Classic Rock,Harmonix,1976,298356
We Are the Champions,Queen,News of the World,Classic Rock,Harmonix,1977,185500
We Will Rock You,Queen,News of the World,Classic Rock,Harmonix,1977,126125
We Are the Champions,Queen,News of the World,Glam Rock,Vicarious Visions,1977,189928
"Get Down, Make Love",Queen,News of the World,Rock,"Farottone, Sygenysis + Nunchuck",1977,235486
We Are the Champions,Queen,News of the World,Rock,Neversoft,1977,183669
Don't Stop Me Now,Queen,Jazz,Classic Rock,Harmonix,1978,210192
Fat Bottomed Girls,Queen,Jazz,Rock,Neversoft,1978,260521
Another One Bites the Dust (6 Fret Chart),Queen,The Game,Classic Rock,"All About The Music, Harmonix",1980,222616
Crazy Little Thing Called Love,Queen,The Game,Classic Rock,Harmonix,1980,157450
I Want It All,Queen,The Miracle,Rock,Neversoft,1989,243280
I Was Born To Love You,Queen,Made In Heaven,Classic Rock,"ws54, espher, DVDSmith",1995,293404
C-lebrity,Queen,The Cosmos Rocks,Hard Rock,Neversoft,2008,221892
Another One Bites The Dust but It's Du Hast,Queen,Mashup,Rock,Ba3booo3,2019,216454
Killer Queen,Queen (WaveGroup),Sheer Heart Attack,Art Pop,Harmonix,1974,197649
Killer Queen,Queen (WaveGroup),Sheer Heart Attack,Art Pop,Harmonix,1974,197649
Walk the Dinosaur,Queen Latifah,"Walk the Dinosaur (From ""Ice Age: Dawn of the Dinosaurs"")",popdanceelectronic,Unknown Charter,2009,182380
Go with the Flow,Queens of the Stone Age,Songs for the Deaf,Rock,Harmonix,2002,190548
No One Knows,Queens of the Stone Age,Songs for the Deaf,Rock,Harmonix,2002,258380
Little Sister,Queens of the Stone Age,Lullabies to Paralyze,Hard Rock,Neversoft,2005,176666
3's & 7's,Queens of the Stone Age,Era Vulgaris,Alternative,Harmonix,2007,219849
"Sick, Sick, Sick",Queens of the Stone Age,Era Vulgaris,Alternative,Neversoft,2007,217974
3's & 7's,Queens of the Stone Age,Era Vulgaris,Hard Rock,Neversoft,2007,219839
My God is the Sun,Queens of the Stone Age,...Like Clockwork,alternative,Unknown Charter,2013,224240
The Way You Used to Do,Queens of the Stone Age,Villains,alternative,"Harmonix, Rhythm Authors",2017,262776
No One Knows,Queens of the Stone Age (WaveGroup),Songs for the Deaf,Stoner Rock,Harmonix,2002,272806
No One Knows,Queens of the Stone Age (WaveGroup),Songs for the Deaf,Stoner Rock,Harmonix,2002,272806
Jet City Woman,Queensrÿche,Empire,Hard Rock,Neversoft,1990,334733
Bang Your Head (Metal Health),Quiet Riot,Metal Health,Metal,Harmonix,1983,319690
Cum On Feel the Noize,Quiet Riot,Metal Health,Metal,Bahamut IX,1983,290689
GTA 6 Leak Robbery Song,QXAlmighty!,Single,Electro,metalli3212,2023,496391
It's the End of the World as We Know It,R.E.M.,Document,Alternative,Harmonix,1987,248267
It's the End of the World as We Know It,R.E.M.,Document,Alternative,Harmonix,1987,248037
The One I Love,R.E.M.,Document,Alternative,Neversoft,1987,203648
The One I Love,R.E.M.,Document,alternative,Unknown Charter,1987,200874
The One I Love,R.E.M.,Document,Alternative Rock,Vicarious Visions,1987,203813
Losing My Religion,R.E.M.,Out of Time,Alternative,Neversoft,1991,271666
Losing My Religion,R.E.M.,Out of Time,Alternative,Harmonix,1991,272649
"What's the Frequency, Kenneth?",R.E.M.,Monster,Alternative Rock,Neversoft,1994,243776
Electrolite,R.E.M.,New Adventures in Hi-Fi,alternative,Unknown Charter,1996,245060
Horse to Water,R.E.M.,Accelerate,Alternative Rock,Neversoft,2007,142019
Man-Sized Wreath,R.E.M.,Accelerate,Alternative Rock,Neversoft,2007,157289
Supernatural Superserious,R.E.M.,Accelerate,Alternative Rock,Neversoft,2007,211597
Run with You,Radio Compass,Aloha,indierock,"Harmonix, Rhythm Authors",2022,235647
Escuela de Calor,Radio Futura,Escueladecalor. El directo de Radio Futura,Rock,Neversoft,1989,217827
Karma Police,Radiohead,OK Computer,alternative,Unknown Charter,1997,266395
